Key,Stream,Line_number,Time_stamp,Text,Label
3145,"FOX.1488557580.001Z-1488557640.003Z.ts
","21
","00:00:52,903 --> 00:00:56,073
","<font face=""Monospace"">{\an7}CLIRN
CHILDREN OR YOU’RE MISSING OUT.</font>
",
3146,"FOX.1488557580.001Z-1488557640.003Z.ts
","22
","00:00:56,073 --> 00:00:58,442
","<font face=""Monospace"">{\an7}CHILDREN OR YOU’RE MISSING OUT.
BECAUSE I ACT YOUNG, YOU DON’T </font>
",
3147,"FOX.1488557640.003Z-1488557700.001Z.ts
","1
","00:00:00,000 --> 00:00:02,553
","<font face=""Monospace"">{\an7}DAY IT’S GOING TO HIT YOU OR </font>

",
3148,"FOX.1488557640.003Z-1488557700.001Z.ts
","2
","00:00:02,553 --> 00:00:05,423
","<font face=""Monospace"">{\an7}DAY IT’S GOING TO HIT YOU OR 
THEY PUT THE PRESSURE ON YOU GO </font>
",
3149,"FOX.1488557640.003Z-1488557700.001Z.ts
","3
","00:00:05,422 --> 00:00:06,790
","<font face=""Monospace"">{\an7}THEY PUT THE PRESSURE ON YOU GO 
FREEZE YOUR EGGS.</font>
",
3150,"FOX.1488557640.003Z-1488557700.001Z.ts
","4
","00:00:06,790 --> 00:00:09,026
","<font face=""Monospace"">{\an7}FREEZE YOUR EGGS.
LAST YEAR I THOUGHT ABOUT IT.</font>
",
3151,"FOX.1488557640.003Z-1488557700.001Z.ts
","5
","00:00:09,026 --> 00:00:10,227
","<font face=""Monospace"">{\an7}LAST YEAR I THOUGHT ABOUT IT.
I THOUGHT SOMETHING’S WRONG WITH</font>
",
3152,"FOX.1488557640.003Z-1488557700.001Z.ts
","6
","00:00:10,227 --> 00:00:12,062
","<font face=""Monospace"">{\an7}I THOUGHT SOMETHING’S WRONG WITH
ME BECAUSE I DON’T HAVE THAT </font>
",
3153,"FOX.1488557640.003Z-1488557700.001Z.ts
","7
","00:00:12,062 --> 00:00:14,798
","<font face=""Monospace"">{\an7}ME BECAUSE I DON’T HAVE THAT 
FEELING YET THAT I WANT TO HAVE </font>
",
3154,"FOX.1488557640.003Z-1488557700.001Z.ts
","8
","00:00:14,798 --> 00:00:20,504
","<font face=""Monospace"">{\an7}FEELING YET THAT I WANT TO HAVE 
CHILDREN BUT TIME IS TICKING THE</font>
",
3155,"FOX.1488557640.003Z-1488557700.001Z.ts
","9
","00:00:20,504 --> 00:00:22,272
","<font face=""Monospace"">{\an7}CHILDREN BUT TIME IS TICKING THE
THE SECOND I SAID THAT, MY </font>
",
3156,"FOX.1488557640.003Z-1488557700.001Z.ts
","10
","00:00:22,272 --> 00:00:26,176
","<font face=""Monospace"">{\an7}THE SECOND I SAID THAT, MY 
FAMILY -- I LOVE YOU FREDDY, </font>
",
3157,"FOX.1488557640.003Z-1488557700.001Z.ts
","11
","00:00:26,176 --> 00:00:31,948
","<font face=""Monospace"">{\an7}FAMILY -- I LOVE YOU FREDDY, 
EVEN MY OWN HUSBAND GOT EXCITED,</font>
",
3158,"FOX.1488557640.003Z-1488557700.001Z.ts
","12
","00:00:31,949 --> 00:00:34,051
","<font face=""Monospace"">{\an7}EVEN MY OWN HUSBAND GOT EXCITED,
HE WANTS A CHILD.</font>
",
3159,"FOX.1488557640.003Z-1488557700.001Z.ts
","13
","00:00:34,051 --> 00:00:41,292
","<font face=""Monospace"">{\an7}HE WANTS A CHILD.
BUT YOU DON’T UNDERSTAND THAT --</font>
",
3160,"FOX.1488557640.003Z-1488557700.001Z.ts
","14
","00:00:41,291 --> 00:00:45,562
","<font face=""Monospace"">{\an7}BUT YOU DON’T UNDERSTAND THAT --
OPRAH I THUANK YOU FOR SAYING </font>
",
3161,"FOX.1488557640.003Z-1488557700.001Z.ts
","15
","00:00:45,562 --> 00:00:46,063
","<font face=""Monospace"">{\an7}OPRAH I THUANK YOU FOR SAYING 
THIS.</font>
",
3162,"FOX.1488557640.003Z-1488557700.001Z.ts
","16
","00:00:46,063 --> 00:00:48,632
","<font face=""Monospace"">{\an7}THIS.
YOU’RE TALKING ABOUT RAISING THE</font>
",
3163,"FOX.1488557640.003Z-1488557700.001Z.ts
","17
","00:00:48,632 --> 00:00:51,201
","<font face=""Monospace"">{\an7}YOU’RE TALKING ABOUT RAISING THE
HUMAN CHILD -- FOR THE REST OF </font>
",
3164,"FOX.1488557640.003Z-1488557700.001Z.ts
","18
","00:00:51,201 --> 00:00:53,570
","<font face=""Monospace"">{\an7}HUMAN CHILD -- FOR THE REST OF 
YOUR LIFE YOU ARE COMMITTED TO </font>
",
3165,"FOX.1488557640.003Z-1488557700.001Z.ts
","19
","00:00:53,570 --> 00:00:58,708
","<font face=""Monospace"">{\an7}YOUR LIFE YOU ARE COMMITTED TO 
LIVING BEFORE THIS PERSON.</font>
",
3166,"FOX.1488557640.003Z-1488557700.001Z.ts
","20
","00:00:58,709 --> 00:00:58,976
","<font face=""Monospace"">{\an7}LIVING BEFORE THIS PERSON.
I SEE -- </font>
",
3167,"FOX.1488557700.001Z-1488557760.008Z.ts
","1
","00:00:00,017 --> 00:00:01,318
","<font face=""Monospace"">{\an7}IT’S A HUGE RESPONSIBILITY. </font>

",
3168,"FOX.1488557700.001Z-1488557760.008Z.ts
","2
","00:00:01,318 --> 00:00:04,555
","<font face=""Monospace"">{\an7}IT’S A HUGE RESPONSIBILITY. 
>> SO I DON’T KNOW, IT’S JUST </font>
",
3169,"FOX.1488557700.001Z-1488557760.008Z.ts
","3
","00:00:04,555 --> 00:00:05,222
","<font face=""Monospace"">{\an7}>> SO I DON’T KNOW, IT’S JUST 
REALLY HARD BECAUSE BEING ON THE</font>
",
3170,"FOX.1488557700.001Z-1488557760.008Z.ts
","4
","00:00:05,222 --> 00:00:08,959
","<font face=""Monospace"">{\an7}REALLY HARD BECAUSE BEING ON THE
SHOW YOU PUT YOURSELF OUT THERE.</font>
",
3171,"FOX.1488557700.001Z-1488557760.008Z.ts
","5
","00:00:08,959 --> 00:00:11,161
","<font face=""Monospace"">{\an7}SHOW YOU PUT YOURSELF OUT THERE.
I SEE YOU SAYING THINGS LIKE I </font>
",
3172,"FOX.1488557700.001Z-1488557760.008Z.ts
","6
","00:00:11,161 --> 00:00:15,065
","<font face=""Monospace"">{\an7}I SEE YOU SAYING THINGS LIKE I 
CAN’T WAIT UNTIL SHE HAS A BABY </font>
",
3173,"FOX.1488557700.001Z-1488557760.008Z.ts
","7
","00:00:15,065 --> 00:00:19,169
","<font face=""Monospace"">{\an7}CAN’T WAIT UNTIL SHE HAS A BABY 
OR THAT RICE -- IT MAKES MY </font>
",
3174,"FOX.1488557700.001Z-1488557760.008Z.ts
","8
","00:00:19,169 --> 00:00:21,538
","<font face=""Monospace"">{\an7}OR THAT RICE -- IT MAKES MY 
HUSBAND EXCITED AND THEN YOU </font>
",
3175,"FOX.1488557700.001Z-1488557760.008Z.ts
","9
","00:00:21,538 --> 00:00:23,373
","<font face=""Monospace"">{\an7}HUSBAND EXCITED AND THEN YOU 
KNOW, I HAVEN’T GOTTEN THAT </font>
",
3176,"FOX.1488557700.001Z-1488557760.008Z.ts
","10
","00:00:23,373 --> 00:00:24,975
","<font face=""Monospace"">{\an7}KNOW, I HAVEN’T GOTTEN THAT 
EXCITEMENT AND I HAVE HAD PEOPLE</font>
",
3177,"FOX.1488557700.001Z-1488557760.008Z.ts
","11
","00:00:24,975 --> 00:00:27,277
","<font face=""Monospace"">{\an7}EXCITEMENT AND I HAVE HAD PEOPLE
AT CHURCH, WHICH IS WHY </font>
",
3178,"FOX.1488557700.001Z-1488557760.008Z.ts
","12
","00:00:27,277 --> 00:00:29,913
","<font face=""Monospace"">{\an7}AT CHURCH, WHICH IS WHY 
SOMETIMES IT THROWS ME OFF </font>
",
3179,"FOX.1488557700.001Z-1488557760.008Z.ts
","13
","00:00:29,913 --> 00:00:32,182
","<font face=""Monospace"">{\an7}SOMETIMES IT THROWS ME OFF 
BECAUSE THEY LAY HAND ON ME THAT</font>
",
3180,"FOX.1488557700.001Z-1488557760.008Z.ts
","14
","00:00:32,182 --> 00:00:33,984
","<font face=""Monospace"">{\an7}BECAUSE THEY LAY HAND ON ME THAT
I WANT THAT.</font>
",
3181,"FOX.1488557700.001Z-1488557760.008Z.ts
","15
","00:00:33,984 --> 00:00:36,753
","<font face=""Monospace"">{\an7}I WANT THAT.
THAT GOD, YOU’RE GOING TO PUT </font>
",
3182,"FOX.1488557700.001Z-1488557760.008Z.ts
","16
","00:00:36,753 --> 00:00:40,857
","<font face=""Monospace"">{\an7}THAT GOD, YOU’RE GOING TO PUT 
THAT MOMENT IN JENNIE WHERE SHE </font>
",
3183,"FOX.1488557700.001Z-1488557760.008Z.ts
","17
","00:00:40,857 --> 00:00:44,894
","<font face=""Monospace"">{\an7}THAT MOMENT IN JENNIE WHERE SHE 
WOULD BE A AMAZING PERSON.</font>
",
3184,"FOX.1488557700.001Z-1488557760.008Z.ts
","18
","00:00:44,895 --> 00:00:47,331
","<font face=""Monospace"">{\an7}WOULD BE A AMAZING PERSON.
I HAVE TO FEEL THAT.</font>
",
3185,"FOX.1488557700.001Z-1488557760.008Z.ts
","19
","00:00:47,331 --> 00:00:51,101
","<font face=""Monospace"">{\an7}I HAVE TO FEEL THAT.
NOT EVERYBODY ELSE.</font>
",
3186,"FOX.1488557700.001Z-1488557760.008Z.ts
","20
","00:00:51,101 --> 00:00:53,537
","<font face=""Monospace"">{\an7}NOT EVERYBODY ELSE.
STOP BABY SHAMING PEOPLE TO MAKE</font>
",
3187,"FOX.1488557700.001Z-1488557760.008Z.ts
","21
","00:00:53,537 --> 00:00:54,905
","<font face=""Monospace"">{\an7}STOP BABY SHAMING PEOPLE TO MAKE
THEM FEEL BECAUS THEY DON’T </font>
",
3188,"FOX.1488557700.001Z-1488557760.008Z.ts
","22
","00:00:54,905 --> 00:00:56,140
","<font face=""Monospace"">{\an7}THEM FEEL BECAUS THEY DON’T 
WANT CHILDREN.</font>
",
3189,"FOX.1488557700.001Z-1488557760.008Z.ts
","23
","00:00:56,139 --> 00:00:58,041
","<font face=""Monospace"">{\an7}WANT CHILDREN.
THAT’S MY CONVERSATION WITH GOD </font>
",
3190,"FOX.1488557700.001Z-1488557760.008Z.ts
","24
","00:00:58,041 --> 00:00:59,342
","<font face=""Monospace"">{\an7}THAT’S MY CONVERSATION WITH GOD 
I’M NOT A LESS OF A WOMEN </font>
",
3191,"FOX.1488557760.008Z-1488557820.000Z.ts
","1
","00:00:00,000 --> 00:00:00,484
","<font face=""Monospace"">{\an7}NOT HAD THAT </font>

",
3192,"FOX.1488557760.008Z-1488557820.000Z.ts
","2
","00:00:00,484 --> 00:00:01,785
","<font face=""Monospace"">{\an7}\hNOT HAD THAT 
FEELING OR MAY NOT HAVE THAT </font>
",
3193,"FOX.1488557760.008Z-1488557820.000Z.ts
","3
","00:00:01,785 --> 00:00:04,087
","<font face=""Monospace"">{\an7}FEELING OR MAY NOT HAVE THAT 
FEELING TO HAVE A CHILD.</font>
",
3194,"FOX.1488557760.008Z-1488557820.000Z.ts
","4
","00:00:04,087 --> 00:00:09,426
","<font face=""Monospace"">{\an7}FEELING TO HAVE A CHILD.
SO I THANK YOU OPRAH WHO ARE </font>
",
3195,"FOX.1488557760.008Z-1488557820.000Z.ts
","5
","00:00:09,426 --> 00:00:15,365
","<font face=""Monospace"">{\an7}SO I THANK YOU OPRAH WHO ARE 
SPEAKING UP FOR WOMEN LIKE ME TO</font>
",
3196,"FOX.1488557760.008Z-1488557820.000Z.ts
","6
","00:00:15,365 --> 00:00:18,702
","<font face=""Monospace"">{\an7}SPEAKING UP FOR WOMEN LIKE ME TO
NURTURE PEOPLE, I WANT TO SAVE </font>
",
3197,"FOX.1488557760.008Z-1488557820.000Z.ts
","7
","00:00:18,702 --> 00:00:20,337
","<font face=""Monospace"">{\an7}NURTURE PEOPLE, I WANT TO SAVE 
PEOPLE WERE HUMAN TRAFFICKING </font>
",
3198,"FOX.1488557760.008Z-1488557820.000Z.ts
","8
","00:00:20,337 --> 00:00:22,773
","<font face=""Monospace"">{\an7}PEOPLE WERE HUMAN TRAFFICKING 
ONE PERSON AT A TIME AND THAT’S </font>
",
3199,"FOX.1488557760.008Z-1488557820.000Z.ts
","9
","00:00:22,773 --> 00:00:24,008
","<font face=""Monospace"">{\an7}ONE PERSON AT A TIME AND THAT’S 
ENOUGH FOR ME.</font>
",
3200,"FOX.1488557760.008Z-1488557820.000Z.ts
","10
","00:00:24,007 --> 00:00:25,442
","<font face=""Monospace"">{\an7}ENOUGH FOR ME.
>> I THANK YOU FOR THAT.</font>
",
3201,"FOX.1488557760.008Z-1488557820.000Z.ts
","11
","00:00:25,442 --> 00:00:27,878
","<font face=""Monospace"">{\an7}>> I THANK YOU FOR THAT.
I KNOW THAT YOU -- </font>
",
3202,"FOX.1488557760.008Z-1488557820.000Z.ts
","12
","00:00:27,878 --> 00:00:29,446
","<font face=""Monospace"">{\an7}I KNOW THAT YOU -- 
>> DID YOU GET IT OUT. </font>
",
3203,"FOX.1488557760.008Z-1488557820.000Z.ts
","13
","00:00:29,446 --> 00:00:30,847
","<font face=""Monospace"">{\an7}>> DID YOU GET IT OUT. 
>> I DID.</font>
",
3204,"FOX.1488557760.008Z-1488557820.000Z.ts
","14
","00:00:30,847 --> 00:00:32,615
","<font face=""Monospace"">{\an7}>> I DID.
I SPEAK IT ALL THE WOMEN OUT </font>
",
3205,"FOX.1488557760.008Z-1488557820.000Z.ts
","15
","00:00:32,616 --> 00:00:32,816
","<font face=""Monospace"">{\an7}I SPEAK IT ALL THE WOMEN OUT 
THERE.</font>
",
3206,"FOX.1488557760.008Z-1488557820.000Z.ts
","16
","00:00:32,816 --> 00:00:34,518
","<font face=""Monospace"">{\an7}THERE.
IT’S YOUR TIME, YOU LISTEN TO </font>
",
3207,"FOX.1488557760.008Z-1488557820.000Z.ts
","17
","00:00:34,518 --> 00:00:37,855
","<font face=""Monospace"">{\an7}IT’S YOUR TIME, YOU LISTEN TO 
THAT HEART BEAT OF YOUR BECAUSE </font>
",
3208,"FOX.1488557760.008Z-1488557820.000Z.ts
","18
","00:00:37,854 --> 00:00:40,824
","<font face=""Monospace"">{\an7}THAT HEART BEAT OF YOUR BECAUSE 
YOUR HEART BEAT HAS TO RING THE </font>
",
3209,"FOX.1488557760.008Z-1488557820.000Z.ts
","19
","00:00:40,824 --> 00:00:43,427
","<font face=""Monospace"">{\an7}YOUR HEART BEAT HAS TO RING THE 
STRONGEST BEFORE YOU CAN TAKE </font>
",
3210,"FOX.1488557760.008Z-1488557820.000Z.ts
","20
","00:00:43,427 --> 00:00:45,162
","<font face=""Monospace"">{\an7}STRONGEST BEFORE YOU CAN TAKE 
CARE OF ANYBODY ELSE. </font>
",
3211,"FOX.1488557760.008Z-1488557820.000Z.ts
","21
","00:00:45,162 --> 00:00:51,301
","<font face=""Monospace"">{\an7}CARE OF ANYBODY ELSE. 
>> I DON’T THINK HOW GRATEFUL TO</font>
",
3212,"FOX.1488557760.008Z-1488557820.000Z.ts
","22
","00:00:51,301 --> 00:00:53,804
","<font face=""Monospace"">{\an7}>> I DON’T THINK HOW GRATEFUL TO
MAKE A DECISION TO HAVE CHILDREN</font>
",
3213,"FOX.1488557760.008Z-1488557820.000Z.ts
","23
","00:00:53,804 --> 00:00:54,672
","<font face=""Monospace"">{\an7}MAKE A DECISION TO HAVE CHILDREN
OR NOT HAVE CHILDREN.</font>
",
3214,"FOX.1488557820.000Z-1488557880.002Z.ts
","1
","00:00:00,000 --> 00:00:02,319
","<font face=""Monospace"">{\an7}HAVE CHILDREN.</font>

",
3215,"FOX.1488557820.000Z-1488557880.002Z.ts
","2
","00:00:02,319 --> 00:00:06,023
","<font face=""Monospace"">{\an7}\hHAVE CHILDREN.
JENNIE, THERE’S ALWAYS TIME.</font>
",
3216,"FOX.1488557820.000Z-1488557880.002Z.ts
","3
","00:00:06,023 --> 00:00:12,229
","<font face=""Monospace"">{\an7}JENNIE, THERE’S ALWAYS TIME.
WE HAVE SHEKINAH -- OKAY. </font>
",
3217,"FOX.1488557820.000Z-1488557880.002Z.ts
","4
","00:00:12,229 --> 00:00:15,165
","<font face=""Monospace"">{\an7}WE HAVE SHEKINAH -- OKAY. 
>> THAT’S OKAY. </font>
",
3218,"FOX.1488557820.000Z-1488557880.002Z.ts
","5
","00:00:15,165 --> 00:00:17,968
","<font face=""Monospace"">{\an7}>> THAT’S OKAY. 
>> IT’S OKAY.</font>
",
3219,"FOX.1488557820.000Z-1488557880.002Z.ts
","6
","00:00:17,968 --> 00:00:21,438
","<font face=""Monospace"">{\an7}>> IT’S OKAY.
WHATEVER YOU CHOOSE FOR YOUR </font>
",
3220,"FOX.1488557820.000Z-1488557880.002Z.ts
","7
","00:00:21,438 --> 00:00:21,638
","<font face=""Monospace"">{\an7}WHATEVER YOU CHOOSE FOR YOUR 
LIVE.</font>
",
3221,"FOX.1488557820.000Z-1488557880.002Z.ts
","8
","00:00:21,638 --> 00:00:24,641
","<font face=""Monospace"">{\an7}LIVE.
I WENT THROUGH A PHASE WHERE I </font>
",
3222,"FOX.1488557820.000Z-1488557880.002Z.ts
","9
","00:00:24,641 --> 00:00:27,377
","<font face=""Monospace"">{\an7}I WENT THROUGH A PHASE WHERE I 
SAID NOT EVER.</font>
",
3223,"FOX.1488557820.000Z-1488557880.002Z.ts
","10
","00:00:27,377 --> 00:00:30,413
","<font face=""Monospace"">{\an7}SAID NOT EVER.
WHEN I WAS IN EARLY 20s, PEOPLE </font>
",
3224,"FOX.1488557820.000Z-1488557880.002Z.ts
","11
","00:00:30,414 --> 00:00:33,050
","<font face=""Monospace"">{\an7}WHEN I WAS IN EARLY 20s, PEOPLE 
GO THROUGH PHASES.</font>
",
3225,"FOX.1488557820.000Z-1488557880.002Z.ts
","12
","00:00:33,050 --> 00:00:36,487
","<font face=""Monospace"">{\an7}GO THROUGH PHASES.
SOME NEVER FEEL THAT WAY AND </font>
",
3226,"FOX.1488557820.000Z-1488557880.002Z.ts
","13
","00:00:36,486 --> 00:00:37,620
","<font face=""Monospace"">{\an7}SOME NEVER FEEL THAT WAY AND 
THAT’S COOL TOO.</font>
",
3227,"FOX.1488557820.000Z-1488557880.002Z.ts
","14
","00:00:37,621 --> 00:00:38,622
","<font face=""Monospace"">{\an7}THAT’S COOL TOO.
FOLLOW YOUR HEART.</font>
",
3228,"FOX.1488557820.000Z-1488557880.002Z.ts
","15
","00:00:38,622 --> 00:00:40,424
","<font face=""Monospace"">{\an7}FOLLOW YOUR HEART.
>> FOLLOW YOUR HEART. </font>
",
3229,"FOX.1488557820.000Z-1488557880.002Z.ts
","16
","00:00:40,424 --> 00:00:44,695
","<font face=""Monospace"">{\an7}>> FOLLOW YOUR HEART. 
>> AND YOU’RE AN AMAZING AUNTY.</font>
",
3230,"FOX.1488557820.000Z-1488557880.002Z.ts
","17
","00:00:44,695 --> 00:00:47,865
","<font face=""Monospace"">{\an7}>> AND YOU’RE AN AMAZING AUNTY.
>> YOU KNOW HOW MUCH MY CHILDREN</font>
",
3231,"FOX.1488557820.000Z-1488557880.002Z.ts
","18
","00:00:47,864 --> 00:00:48,131
","<font face=""Monospace"">{\an7}>> YOU KNOW HOW MUCH MY CHILDREN
LOVE YOU. </font>
",
3232,"FOX.1488557820.000Z-1488557880.002Z.ts
","19
","00:00:48,131 --> 00:00:51,601
","<font face=""Monospace"">{\an7}LOVE YOU. 
>> ON THAT, WE HAVE TO TAKE A </font>
",
3233,"FOX.1488557820.000Z-1488557880.002Z.ts
","20
","00:00:51,602 --> 00:00:51,869
","<font face=""Monospace"">{\an7}>> ON THAT, WE HAVE TO TAKE A 
BREAK.</font>
",
3234,"FOX.1488557820.000Z-1488557880.002Z.ts
","21
","00:00:51,868 --> 00:00:55,839
","<font face=""Monospace"">{\an7}BREAK.
THERE’S MORE GIRL CHAT WITH </font>
",
3235,"FOX.1488557880.002Z-1488557940.019Z.ts
","1
","00:00:00,617 --> 00:00:03,487
","<font face=""Monospace"">{\an7}YOU’RE WATCHING ""THE REAL."" </font>

",
3236,"FOX.1488557880.002Z-1488557940.019Z.ts
","2
","00:00:03,487 --> 00:00:06,290
","<font face=""Monospace"">{\an7}YOU’RE WATCHING ""THE REAL."" 
>>> HE MILK HIS MOM SO WELL, </font>
",
3237,"FOX.1488557880.002Z-1488557940.019Z.ts
","3
","00:00:06,290 --> 00:00:08,425
","<font face=""Monospace"">{\an7}>>> HE MILK HIS MOM SO WELL, 
YOU’RE THE DEVIL.</font>
",
3238,"FOX.1488557880.002Z-1488557940.019Z.ts
","4
","00:00:08,425 --> 00:00:11,094
","<font face=""Monospace"">{\an7}YOU’RE THE DEVIL.O I KEEP IT CAS</font>

",
3239,"FOX.1488557880.002Z-1488557940.019Z.ts
","5
","00:00:11,094 --> 00:00:12,329
","<font face=""Monospace"">{\an7}YOU’RE THE DEVIL.O I KEEP IT CAS
WITHOUT FEELING LIKE I’M FORCED </font>
",
3240,"FOX.1488557880.002Z-1488557940.019Z.ts
","6
","00:00:12,329 --> 00:00:13,363
","<font face=""Monospace"">{\an7}WITHOUT FEELING LIKE I’M FORCED 
TO BE IN A RELATIONSHIP. </font>
",
3241,"FOX.1488557880.002Z-1488557940.019Z.ts
","7
","00:00:13,363 --> 00:00:14,531
","<font face=""Monospace"">{\an7}TO BE IN A RELATIONSHIP. 
>> GIRL, YOU MUST BE A GOOD </font>
",
3242,"FOX.1488557880.002Z-1488557940.019Z.ts
","8
","00:00:14,531 --> 00:00:14,731
","<font face=""Monospace"">{\an7}>> GIRL, YOU MUST BE A GOOD 
DATE. </font>
",
3243,"FOX.1488557880.002Z-1488557940.019Z.ts
","9
","00:00:14,731 --> 00:00:17,467
","<font face=""Monospace"">{\an7}DATE. 
>> PLUS, IT IS ANIKA NONI ROSE.</font>
",
3244,"FOX.1488557880.002Z-1488557940.019Z.ts
","10
","00:00:17,467 --> 00:00:19,502
","<font face=""Monospace"">{\an7}>> PLUS, IT IS ANIKA NONI ROSE.
AND IN FOUR DAYS, IT’S THE SHOW </font>
",
3245,"FOX.1488557880.002Z-1488557940.019Z.ts
","11
","00:00:19,503 --> 00:00:21,205
","<font face=""Monospace"">{\an7}AND IN FOUR DAYS, IT’S THE SHOW 
OF ALL SHOWS.</font>
",
3246,"FOX.1488557880.002Z-1488557940.019Z.ts
","12
","00:00:21,205 --> 00:00:23,741
","<font face=""Monospace"">{\an7}OF ALL SHOWS.
JENNIFER LOPEZ IS COMING!</font>
",
3247,"FOX.1488557880.002Z-1488557940.019Z.ts
","13
","00:00:23,740 --> 00:00:26,977
","<font face=""Monospace"">{\an7}JENNIFER LOPEZ IS COMING!
ON ""THE REAL.""</font>
",
3248,"FOX.1488557880.002Z-1488557940.019Z.ts
","14
","00:00:26,977 --> 00:00:46,530
","<font face=""Monospace"">{\an7}<i>THE MAGIC BEGINS WHEN JIF
</i>\h\h<i>\hFRESH ROASTS PEANUTS</i></font>
",
3249,"FOX.1488557880.002Z-1488557940.019Z.ts
","15
","00:00:50,334 --> 00:00:52,937
","<font face=""Monospace"">{\an7}<i>TO MAKE PEANUT BUTTER
SO DELICIOUSLY CREAMY.</i></font>
",
3250,"FOX.1488557880.002Z-1488557940.019Z.ts
","16
","00:00:52,936 --> 00:00:56,573
","<font face=""Monospace"">{\an7}<i>IT CAN EVEN BRING A KID
</i>\h\h<i>\hOUT OF HER SHELL.</i></font>
",
3251,"FOX.1488557880.002Z-1488557940.019Z.ts
","17
","00:00:56,573 --> 00:00:58,675
","<font face=""Monospace"">{\an7}<i>THAT’S WHY CHOOSY MOMS
</i>\h\h\h\h<i>\hCHOOSE JIF.</i></font>
",
3252,"FOX.1488557940.019Z-1488558000.004Z.ts
","1
","00:00:00,484 --> 00:00:03,520
","<font face=""Monospace"">{\an7}<i>New Infallible Total Cover
</i>\h\h\h\h\h<i>\hfrom L’Oreal.</i></font>
",
3253,"FOX.1488557940.019Z-1488558000.004Z.ts
","2
","00:00:03,554 --> 00:00:05,122
","<font face=""Monospace"">{\an7}<i>Full coverage foundation.</i></font>

",
3254,"FOX.1488557940.019Z-1488558000.004Z.ts
","3
","00:00:05,155 --> 00:00:06,289
","<font face=""Monospace"">{\an7}<i>Super-lightweight.</i></font>

",
3255,"FOX.1488557940.019Z-1488558000.004Z.ts
","4
","00:00:06,323 --> 00:00:07,257
","<font face=""Monospace"">{\an7}<i>Pro formula.</i></font>

",
3256,"FOX.1488557940.019Z-1488558000.004Z.ts
","5
","00:00:07,291 --> 00:00:08,325
","<font face=""Monospace"">{\an7}<i>Really lasts.</i></font>

",
3257,"FOX.1488557940.019Z-1488558000.004Z.ts
","6
","00:00:08,358 --> 00:00:10,393
","<font face=""Monospace"">{\an7}\h\h\h<i>\hBut if forever
doesn’t last forever,</i></font>
",
3258,"FOX.1488557940.019Z-1488558000.004Z.ts
","7
","00:00:10,427 --> 00:00:11,728
","<font face=""Monospace"">{\an7}<i>just cover and conceal.</i></font>

",
3259,"FOX.1488557940.019Z-1488558000.004Z.ts
","8
","00:00:12,029 --> 00:00:13,497
","<font face=""Monospace"">{\an7}<i>New Infallible Total Cover.</i></font>

",
3260,"FOX.1488557940.019Z-1488558000.004Z.ts
","9
","00:00:13,530 --> 00:00:15,198
","<font face=""Monospace"">{\an7}<i>From L’Oreal Makeup
</i>\h<i>\hDesigner/Paris.</i></font>
",
3261,"FOX.1488557940.019Z-1488558000.004Z.ts
","10
","00:00:16,200 --> 00:00:18,402
","<font face=""Monospace"">{\an7}<i>True radiance comes from within.</i></font>

",
3262,"FOX.1488557940.019Z-1488558000.004Z.ts
","11
","00:00:18,435 --> 00:00:19,803
","<font face=""Monospace"">{\an7}<i>New Radiant toothpaste by</i></font>

",
3263,"FOX.1488557940.019Z-1488558000.004Z.ts
","12
","00:00:19,836 --> 00:00:21,471
","<font face=""Monospace"">{\an7}<i>Colgate Optic White.</i></font>

",
3264,"FOX.1488557940.019Z-1488558000.004Z.ts
","13
","00:00:21,505 --> 00:00:24,742
","<font face=""Monospace"">{\an7}<i>Whitens teeth both inside and
out.</i></font>
",
3265,"FOX.1488557940.019Z-1488558000.004Z.ts
","14
","00:00:24,775 --> 00:00:28,145
","<font face=""Monospace"">{\an7}<i>For a radiant, whiter smile.</i></font>

",
3266,"FOX.1488557940.019Z-1488558000.004Z.ts
","15
","00:00:28,178 --> 00:00:30,247
","<font face=""Monospace"">{\an7}<i>Be radiant by Colgate Optic
</i>\h\h\h\h\h\h\h\h\h\h\h\h\h\h\h\h\h\h\h\h<i>\hWhite.</i></font>
",
3267,"FOX.1488557940.019Z-1488558000.004Z.ts
","16
","00:00:30,247 --> 00:00:30,981
","<font face=""Monospace"">{\an7}This</font>

",
3268,"FOX.1488557940.019Z-1488558000.004Z.ts
","17
","00:00:31,014 --> 00:00:31,815
","<font face=""Monospace"">{\an7}This</font>

",
3269,"FOX.1488557940.019Z-1488558000.004Z.ts
","18
","00:00:31,915 --> 00:00:32,482
","<font face=""Monospace"">{\an7}This</font>

",
3270,"FOX.1488557940.019Z-1488558000.004Z.ts
","19
","00:00:32,583 --> 00:00:33,818
","<font face=""Monospace"">{\an7}This is my body of proof.</font>

",
3271,"FOX.1488557940.019Z-1488558000.004Z.ts
","20
","00:00:34,651 --> 00:00:37,320
","<font face=""Monospace"">{\an7}Proof of less joint pain</font>

",
3272,"FOX.1488557940.019Z-1488558000.004Z.ts
","21
","00:00:37,421 --> 00:00:38,923
","<font face=""Monospace"">{\an7}and clearer skin.</font>

",
3273,"FOX.1488557940.019Z-1488558000.004Z.ts
","22
","00:00:38,956 --> 00:00:41,959
","<font face=""Monospace"">{\an7}This is my body of proof that I
\h\h\h\h\hcan take on psoriatic</font>
",
